id	kind	verdict	source	reason
53d7c2ad63cb	copied-block	no	judge:opus-5.5-main	The copy sits in builder-execution-legacy.ts, a superseded-version validator that the no-backwards-compatibility rule would delete outright; sharing an owner with the current validator would keep it alive, so the right form is removing the legacy reader.
53e43c5f0b31	superseded-schema-tag	yes	judge:opus-5.5-main	Only campaign-opening/v2 is written (controller-evidence.ts:116), and current AGENTS.md rule 8 says a reader takes the current version only, so the v1 || v2 acceptance collapses to v2.
7165cc579387	copied-block	no	judge:opus-5.5-main	The two blocks are guards in different branches of checkOpening that throw different messages (launcher no longer running after an opening versus stopped without one); a shared helper would only move the query and hide which failure it names.
95e3cb0d1d8d	test-only-export	yes	judge:opus-5.5-main	latestRun is referenced only by packages/ui/test/project-selection.test.ts and its module never calls it, so it is dead product code whose test proves nothing the dashboard runs.
e4efb0ccec8c	unproduced-set-member	yes	judge:opus-5.5-main	No production file writes the plan-exhausted lineage reason, and rule 8 now removes a set member nothing produces rather than keeping it for older records.
100c78917cd9	identity-without-owner	yes	judge:opus-5.5-main	correctness-model/evaluator.ts is a repository-owned bundle path spelled as a literal (or join segments) across many src files with no constant naming it, so one named owner would replace unchecked copies.
c812689cc346	compatibility-path	yes	judge:opus-5.5-main	legacyPath falls back to ladder.json when claim-stages.json is absent, a reader of an older run's file that rule 8 says to remove, along with the rung/claim-forged aliases beside it.
6260a91afa8d	superseded-schema-tag	yes	judge:opus-5.5-main	Only judge.ts writes judge-subject/v3 and the v2 union member is kept as "readable archaeology", which the current no-backwards-compatibility rule removes.
33edeea7e1be	test-only-export	yes	judge:opus-5.5-main	markBuilderCommandGuardUnresponsive is called only by test/command-guard.test.ts; the module sets UNRESPONSIVE_GUARDS directly in inspectBuilderCommandGuard, so the export is dead product surface.
319f965c130e	single-reader-export	no	judge:opus-5.5-main	The file holds one incident-documented function whose module comment carries the run and invariant it exists for; moving it into a 580-line verification-runner.ts adds a second concern to a large file without removing any logic, so the move does not clearly read better.
8cdb7fdeb076	rule-without-fixture	no	judge:opus-5.5-main	The rule belongs to the vendored anti-slop plugin copied from upstream, where none of the vendored rules has a local fixture, so the proof belongs to its upstream tests rather than to a one-off fixture here.
3f9f9ddc8920	single-reader-export	no	judge:opus-5.5-main	The reader src/correctness-bundle/controls.ts already holds about 734 nonblank lines, and folding in a self-contained 55-line representation-parity module would push it towards the 800-line ceiling without reading better.
7e3cbcb233e1	compatibility-path	no	judge:opus-5.5-main	The legacyRung branch refuses an old `rung` field rather than reading or accepting it, which is exactly what rule 8 says a reader meeting an older version should do; deleting it would let the field pass silently.
5a95eacd4d5b	single-reader-export	no	judge:opus-5.5-main	PushQueue is a generic async queue with no tie to the backend, deliberately split out and documented as such, so it is a reusable module in its own right rather than a helper its caller could be.
6ab05d377a10	unproduced-set-member	no	judge:opus-5.5-main	`constraint-pinned` is a Builder-authored value in brief.json that STARTER.md itself shows as an example, so the model produces it and the union is the public vocabulary the validator admits.
fb0a2e57f9a6	single-reader-export	yes	judge:opus-5.5-main	censoredFeedback has one call site in iteration-analysis.ts, imports its types back from that file (a cycle), and the reader at about 582 nonblank lines has room, so moving it in removes a file and a cycle.
a700f9ad7969	identity-without-owner	yes	judge:opus-5.5-main	`correctness-model/controls.json` is a repository-owned bundle path spelled across nine production files with no named constant, so one owner would stop a typo reaching a reader as a missing file.
7ed51d92f3fa	rule-without-fixture	no	judge:opus-5.5-main	no-reduce-accumulator-copy arrived with an update of the vendored plugin to upstream c44ef22, and no vendored rule carries a local fixture, so its behaviour proof belongs upstream rather than here.
7af791681c0e	copied-block	no	judge:opus-5.5-main	The copy lives in builder-execution-legacy.ts, a superseded-version reader that rule 8 says to delete outright, so the right change is removing the legacy reader, not giving the two copies a shared owner.
2c072c11a98d	superseded-schema-tag	yes	judge:opus-5.5-main	Rule 8 keeps no backwards compatibility, and the `campaign-opening/v1` branch only exists to disclose old archives as late-bound, so the reader should take v2 and refuse v1.
e8d9416676e3	rule-without-fixture	no	judge:opus-5.5-main	no-runtime-typeof is part of the vendored upstream anti-slop copy (updated wholesale from upstream), and no anti-slop rule at this revision carries a local fixture, so adding one for this rule alone is a per-rule patch rather than a decision about the vendored plugin's test ownership.
e73596155064	rule-without-fixture	no	judge:opus-5.5-main	require-safety-comment-for-type-assertion is in the vendored upstream anti-slop plugin whose behaviour upstream owns; a lone local fixture here is not the change a maintainer would make without first deciding how the vendored plugin is tested.
0451a6990fbc	superseded-schema-tag	yes	judge:opus-5.5-main	Only src/analyse/judge-reviews.ts writes judge-reviews/v10, and under the 2026-09-22 no-backwards-compatibility rule the v6-v9 members of READABLE_REVIEW_SCHEMAS are superseded-version readers to remove.
5bcd6423bb27	superseded-schema-tag	no	judge:opus-5.5-main	controller-evidence.ts:137 is the one writer of campaign-opening, and it writes v1; v2 is spelled only by a skill reader, so v1 is the current version and removing it would break the writer.
8788e0044548	identity-without-owner	yes	judge:opus-5.5-main	opening.json is the controller's own evidence file, joined as a literal in at least eight src/tools files (controller-evidence, controller-closure, controller-lineage, watchdog-evidence, builder-execution-closure, fullrun-watchdog) with no constant naming it, so one exported name beside its writer in controller-evidence.ts is the better form.
af909752b0d7	unread-field	yes	judge:opus-5.5-main	runtimeDetails is declared on CorrectnessModelResult and nothing in the tree writes or reads it, so it is carried state with no reader.
48ef39ee612d	single-reader-export	no	judge:opus-5.5-main	judge-framing.ts is deliberately the single owner of the census Judge's model-visible text so the no-hints audit reads one place, and the export is a three-line function; folding it into the 539-line judge.ts transport file mixes the prompt contract back into the runner.
530167e4923d	superseded-schema-tag	no	judge:opus-5.5-main	Nothing in the tree writes campaign-opening/v2 (controller-evidence.ts writes v1), so the v1 spelling here is the live one; the right change is the opposite form, dropping the phantom v2 from this set.
fa166d6848d2	rule-without-fixture	no	judge:opus-5.5-main	no-array-filter-map arrived with the vendored upstream anti-slop update (5e5b1f03b), and like the other vendored rules has no local fixture; testing it locally is a decision about the vendored plugin, not this rule.
5743a68b3def	unread-field	yes	judge:opus-5.5-main	`verificationSurvey` is documented as advisory rows from older briefs read by no check and is spelled nowhere else, so it is a legacy field the no-backwards-compatibility rule removes.
c3b6a904d19c	test-only-module	no	judge:opus-5.5-main	trace-sweep.mjs is an operator command the whole-run-investigation SKILL.md tells the reviewer to run, so the product (the skill) does run it.
4ac80cd0b177	test-only-export	yes	judge:opus-5.5-main	`nextFailedBuildRounds` is marked @deprecated as a compatibility projection the terminal no longer uses and only full-run-loop.test.ts calls it.
aea693a54abd	unproduced-set-member	yes	judge:opus-5.5-main	`external-verifier-output` is spelled only in the union: no producer, map or test names it, so it is a set member nothing produces.
3f7408408fac	compatibility-path	yes	judge:opus-5.5-main	`LEGACY_BATTERY_SUFFIXES`, `isLegacyBatteryRunId` and `allowLegacyUnrecorded` exist only so pre-2026-09-04 battery shapes stay readable, which the no-backwards-compatibility rule removes.
f6613d9c191b	copied-block	yes	judge:opus-5.5-main	query-complexity.mjs already imports modelEmbed and nearest from prose-classify.mjs, so the identical embed-anchors-then-slice-into-prototypes block belongs in one exported helper there.
f549a5290fac	unproduced-set-member	yes	judge:opus-5.5-main	`judge-disagreement` is produced by no source file and only a routing test lists it, so the member and that test entry go.
eb375e64e809	test-only-export	yes	judge:opus-5.5-main	`refreshOpenAICodexToken` has no production caller (Codex login refresh is not driven from src or tools), so the function and its race test go together.
7fc647da1967	superseded-schema-tag	yes	judge:opus-5.5-main	`CURRENT_LOOP_SCHEMAS` admitting `iteration-analysis/v4` beside the v5 that is written is a superseded-version reader, which the current rule says to remove rather than keep readable.
ec28b4ed7917	orphan-module	yes	judge:opus-5.5-main	stale-pattern-audit.ts has no script, hook or gate entry (only a record.yaml inventory row), so its promised regression guard never runs and the unused mechanism should go.
c1aefa303c6a	rule-without-fixture	no	judge:opus-5.5-main	At this revision no anti-slop rule has a fixture under test/ and the rule is live as error with per-path overrides, so the gap is the vendored plugin's missing proof as a whole, not one rule to fix or remove.
b3800998f505	orphan-module	no	judge:opus-5.5-main	The file is a node:test suite for watch-contract.mjs, the script SKILL.md tells the reader to run, so the right form is to make it run under Bun rather than delete the only proof of that script.
79010a20b320	identity-without-owner	yes	judge:opus-5.5-main	judge-phase.ts writes judge/public-context.json and diagnosis-reader.ts reads it; a constant exported beside the writer and imported by the reader turns a silent missing-file typo into a build failure.
e5ee030d34aa	unproduced-set-member	yes	judge:opus-5.5-main	Nothing produces `battery-reauthor` and its only justification is keeping labels readable for earlier runs, which the 2026-09-22 no-backwards-compatibility rule removes.
ab3732a3976c	superseded-schema-tag	yes	judge:opus-5.5-main	LEGACY_BUILDER_EXECUTION_SCHEMAS exists only so tools/outcome reads v1-v3 records next to the v4 the writer produces, a superseded-version reader the current rule says to remove.
7cfe3f4c78a1	compatibility-path	yes	judge:opus-5.5-main	LEGACY_ROWS_MISSING, legacySeal and legacyConfirm only accept terminals and battery ids that older controllers left behind and the writer no longer produces, which rule 8 now says to refuse instead.
84c64fffb35e	unproduced-set-member	yes	judge:opus-5.5-main	No reader or writer in packages/ui produces the `critic-finding` category (readers.ts writes gate-feedback, validation-repair, judge-diagnosis and climb-decision only), so the member is a dead branch of the union.
dcc36541a70b	identity-without-owner	no	judge:opus-5.5-main	The three copies each load the slug-side grader/engines.json fallback, which the comments themselves call legacy; the right change is to remove that fallback (or share one registry loader), not to name the path as a constant.
1b51bd8c25f3	single-reader-export	yes	judge:opus-5.5-main	engineCellEnv is a 25-line function with one caller in host.ts, which sits far below its limits (522 nonblank lines, a 1149 ceiling), and the HOME/TMPDIR rule would still have one owner there.
b536a6482626	single-reader-export	yes	judge:opus-5.5-main	closeControllerRun is a roughly 50-line function whose only caller is full-run.ts, at 453 nonblank lines with room under the 600 ceiling, so it can live beside the closure it serves.
5874c6922c38	identity-without-owner	yes	judge:opus-5.5-main	The parent (solvability.ts REFERENCE_SOLVE_PROTOCOL) and child (reference-solve-child.ts PROTOCOL) spell the same wire-protocol tag independently, as they do the ready prefix, and a typo in either silently breaks every reference solve; one exported constant makes it one fact.
92a77dadb7f0	compatibility-path	yes	judge:opus-5.5-main	preGuideLegacyBundle and legacyCandidateContext exist only to exempt workspaces recorded before the guide and ruleDecisions contracts, which the no-backwards-compatibility rule says to remove.
9e9735648371	test-only-export	no	judge:opus-5.5-main	gateRows is a one-line projection of auditRows used by tests that exercise the real gate logic; the right form is to inline it into the test via auditRows, not to delete the tests with it.
f3e3d609c1bf	test-only-export	yes	judge:opus-5.5-main	groundingDefect has no product caller (its doc claims the brief validator shares it, but nothing in src or tools imports it), so it and its test cases are dead.
0a16b9b3edca	single-reader-export	yes	judge:opus-5.5-main	The 25-line pure classifier has one reader, codex-app-server.ts (about 462 nonblank lines, room under the ceiling), no test imports it, and its file carries only an obsolete port note.
ab2e6e9fada7	test-only-export	yes	judge:opus-5.5-main	withKickoffDifficulty, the climb writer into the kickoff, has no product caller left, only its test, so the writer and its test cases can go together.
79bb9714306f	test-only-module	no	judge:opus-5.5-main	trace-challenge.mjs is a CLI script the whole-run-investigation SKILL.md instructs operators to run and build-manifest.mjs consumes its output, so the product does use it.
0a115c1e3ad9	superseded-schema-tag	yes	judge:opus-5.5-main	The reader still admits judge-reviews v6 to v9 while only v10 is written; the current rule removes superseded-version readers rather than keeping old runs readable.
e4d3d25b0b66	test-only-export	no	judge:opus-5.5-main	readRootMetadataMatches wraps the product's readRootMetadataCheck, and its tests are security tests of that live check; the right form is to point the tests at readRootMetadataCheck(...).ok, not delete them.
4e523f8045dc	copied-block	no	judge:opus-5.5-main	The copy is a legacy validator beside its current successor; under the no-backwards-compatibility rule the right form is to delete builder-execution-legacy.ts, not give the two copies a shared owner.
27352c9bbb4d	rule-without-fixture	yes	judge:opus-5.5-main	The rule is registered and set to error in both .oxlintrc files and gates the tree, yet nothing under test/ makes it report, so a silently broken rule would read as a clean tree.
c79fb6b2bd6f	copied-block	no	judge:opus-5.5-main	Only the bundle-entry and verification-runner blocks are the same fact (read and validate brief.json); the judge-domain block validates tools-spec.json with its own message, so one owner for all three is the wrong form, and the brief loaders would go to a shared brief reader instead.
e7ae24d65285	identity-without-owner	yes	judge:opus-5.5-main	correctness-model/tasks.json is a bundle-layout path written literally across many src files while candidate-check.ts already holds it in a private CORRECTNESS_MODEL_FILES array, so one exported named constant should own it.
f3908f5e3e76	superseded-schema-tag	yes	judge:opus-5.5-main	The writer at 75020b2eb emits only v2 or v4, so under the 2026-09-22 no-backwards-compatibility rule the v1 migration branch and the v3 acceptance are readers of records nothing produces and should go.
35d5464a455a	test-only-export	no	judge:opus-5.5-main	writeAdmission is a one-line wrapper over prepareAdmissionPointer and publishAdmissionPointer, which the product does call, so its tests exercise live deferral and corruption-refusal logic; drop the wrapper and point the tests at the pair rather than deleting them.
70cfca136bcd	single-reader-export	yes	judge:opus-5.5-main	A 37-line permission helper whose only reader is claude-backend.ts's canUseTool callback (453 lines, room to spare) can sit beside that callback, removing a file and an import with nothing lost.
bd86593714a5	unread-field	yes	judge:opus-5.5-main	No producer passes allowEmpty to onPrompt and the only consumer (tools/login/cli.ts) reads prompt.message alone, so the optional field is state with no reader.
89450bb93434	compatibility-path	yes	judge:opus-5.5-main	The `legacy-incomplete` branch accepts report directories that predate launch.json, and under the 2026-09-22 no-backwards-compatibility rule the reader should refuse a missing launch record instead.
482138450b72	identity-without-owner	no	judge:opus-5.5-main	The two spellings are UI path-substring tests in one package, matching the inline style of every other category literal in files.ts, and the producer path belongs to eval-runner, so a UI-local constant would add a second owner rather than name the real one.
dc4e9038d156	identity-without-owner	yes	judge:opus-5.5-main	`agent/tools.ts` is a bundle-layout name spelled in five production files (plus join-assembled copies) with nothing checking them against each other, so one named bundle-path constant should own it.
c052299cc172	identity-without-owner	no	judge:opus-5.5-main	discover.ts already names it as LAUNCH_RECEIPT, and the real repeat is the `.scratch/quick-run` root spelled throughout launch.ts, so the fix would be a scratch-root owner in the launcher rather than a constant for this one literal.
1b0a9bb9dad4	test-only-export	no	judge:opus-5.5-main	The wrapper is dead, but its tests exercise resolveOpenRouterModelPin, which the product uses, so the right form is deleting the wrapper and pointing the tests at resolveOpenRouterModelPin(...).model, not deleting the tests with it.
614261447ca8	copied-block	yes	judge:opus-5.5-main	Three collection predicates repeat the same resolve-artifact-array guard with an identical absent-or-not-an-array detail, so one helper returning the array or that failure would own it without touching verifier semantics.
c665171435db	unproduced-set-member	no	judge:opus-5.5-main	`syntax` is produced by Builder-authored evaluators: starters/pi-built-harness/STARTER.md shows an issue with `altitude: "syntax"`, so the member describes generated code that the production-only scan cannot see.
1bbba401cff8	copied-block	yes	judge:opus-5.5-main	Both functions embed a name-to-anchor-texts map and slice it into prototypes for nearest(), and query-complexity already imports nearest and modelEmbed from prose-classify, so an exported prototype builder there is the natural single owner.
ff76f94967be	rule-without-fixture	yes	judge:opus-5.5-main	no-widen-then-assert gates at error in .oxlintrc.json yet nothing under test/ exercises it and the census recorded 0 hits, so a silently dead rule is indistinguishable from a clean tree; rule 8 asks for a fixture per side.
303053b085fa	unproduced-set-member	yes	judge:opus-5.5-main	Nothing in production spells "per-call" (the only producer, builder-backend.ts, sets "persistent-primary" and an absent field already means per-call), and rule 8 removes a set member nothing produces.
a2efbe4b4121	identity-without-owner	yes	judge:opus-5.5-main	The lock path is spelled in campaign-budget.ts and again by hand in tools/campaign-budget/recover.ts, so the recovery tool should import the existing attemptLeasePath owner instead of a second spelling that could drift.
b0ad76979b7d	unproduced-set-member	yes	judge:opus-5.5-main	No production file sets altitude "syntax" (vendor evaluate.ts and truth-checks.ts only produce "truth") and nothing reads altitude, so the member is dead under rule 8.
6aa1f975be4d	unproduced-set-member	yes	judge:opus-5.5-main	No producer, computed or literal, emits "generated-bundle-mutation" at that revision, so the union member is a promised classification nothing yields.
2a80907c031d	superseded-schema-tag	yes	judge:opus-5.5-main	The v1 branch reads an outcome-snapshot-status record that trace-review.mjs no longer writes (it writes v2) and rule 8's no-backwards-compatibility decision removes superseded-version readers.
86bfb40c8187	test-only-export	no	judge:opus-5.5-main	builderAccessExpectations is the backend-neutral access table the alignment test checks every adapter's wall against; deleting it with its test removes the isolation-alignment proof a guarantee protects.
6dab7618b2bc	unread-field	no	judge:opus-5.5-main	familyDigest is written through the computed key `${field}Digest` in boundedIdentity and serialised into the execution record, so the field is produced and must stay declared.
7f3713d17787	rule-without-fixture	yes	judge:opus-5.5-main	no-module-mocking gates at error and AGENTS.md names it, yet nothing under test/ at that revision makes it report, so it needs a fixture to prove it still fires.
c1af72e72a82	single-reader-export	yes	judge:opus-5.5-main	fixedProductBoundary is a 14-line function read only by full-run-build-step.ts (279 lines, ample room) and its own file holds nothing else, so it belongs beside its one caller.
6b2baa7ab191	unproduced-set-member	yes	judge:opus-5.5-main	No file produces or handles `human` (its own doc says no lane produces it), and rule 8 now removes a set member nothing produces.
24c66ae62851	test-only-export	no	judge:opus-5.5-main	probeConformance is a thin wrapper over the live probeConformanceWithEvidence, so the tests exercise product behaviour; the right form is to drop the wrapper and have the tests read `.findings` of the real function, not delete the tests.
2258177c5c6a	copied-block	yes	judge:opus-5.5-main	Four places repeat the same existsSync-free read/parseJsonAs/rethrow-with-file-name block differing only in the message tail, which one `readJsonOrRefuse(file, reason)` helper would own.
387f830d2c1d	compatibility-path	yes	judge:opus-5.5-main	LEGACY_DETERMINISTIC_ROWS and LEGACY_DIGEST_VERDICTS exist only so isKnownRowSet/isKnownVerdictSet accept pre-2026-09-08 archives, which rule 8 says to refuse rather than read (the `legacyAdvisory` field is a current scaffold output and would only be renamed).
470e2ac009fb	single-reader-export	no	judge:opus-5.5-main	The reader src/correctness-bundle/controls.ts is already about 780 lines against the 800 ceiling and re-exports the helper, so it has no room to absorb the file.
683143c3a7fd	unproduced-set-member	yes	judge:opus-5.5-main	`task-expectations` is written by no producer and handled by no consumer, so under rule 8 it goes from the union (and the pipeline skill's stage list).
78fb14269e6e	superseded-schema-tag	yes	judge:opus-5.5-main	Only the v2 record is written (verifier-workshop.ts:280) and the v1 union arm exists for the outcome reader's `v1 ||` acceptance, a superseded-version reader rule 8 removes.
1b9b4ef4e913	single-reader-export	yes	judge:opus-5.5-main	The table serves only resolve-side.ts (130 lines) and its own comment says it belongs to the resolver's precedence chain, so moving it there removes a file with nothing lost.
7e1eeb087a73	test-only-module	no	judge:opus-5.5-main	prose-census.mjs is a CLI the whole-run-investigation SKILL.md tells operators to run, so the product (the skill) does run it.
a34738abc014	compatibility-path	yes	judge:opus-5.5-main	`legacy-root` and `legacy-unbound` exist to read campaign layouts and prose captures without receipt or header left by older versions, which rule 8 says a reader should refuse rather than accept.
144c9f2b01ae	unread-field	no	judge:opus-5.5-main	taskIdDigest is written through the computed key `${field}Digest` in boundedIdentity and serialised into the execution record, so the field is not unread.
5b42865e4379	test-only-module	no	judge:opus-5.5-main	validate-checklist.mjs is run by validate-checklist.sh, which the run-improvement-campaign SKILL.md names as the checklist command, so the product does use it.
f58f644d0706	orphan-module	no	judge:opus-5.5-main	The file is a node:test suite for the live thread-state.mjs script; vitest's include pattern skips `.node-tests.mjs`, so the right fix is to make it run (rename or port it), not to delete the only test of a used script.
b77555e11771	compatibility-path	yes	judge:opus-5.5-main	preGuideLegacyBundle exists only to exempt workspaces sealed before the operating-guide contract, which the 2026-09-22 no-backwards-compatibility rule says to remove rather than keep readable.
b31ca52504ad	single-reader-export	yes	judge:opus-5.5-main	resolveVerifierForBattery is a ~20-line helper whose one caller in the same directory uses only its `verifier` result and has room under the file ceiling, so inlining it deletes a file and its unused missingTools output.
5d0002a55394	identity-without-owner	yes	judge:opus-5.5-main	conformance.json is written by census-gate and harness-build, read by conformance-evidence and denied by name in the candidate-isolation wall, so a rename in one place would silently break the wall; one exported constant beside its reader binds them.
6dadec7bdf6d	superseded-schema-tag	yes	judge:opus-5.5-main	The reader keeps a v1 migration branch and accepts v2/v3 beside the v4 the writer now declares, which is exactly the superseded-version reader the current rule removes.
24c4d7f6b65c	rule-without-fixture	no	judge:opus-5.5-main	At this revision no anti-slop rule has a behavioural fixture and the plugin is described as vendored, so adding one local fixture for this rule is not the obvious maintainer move; unsure, so no.
1a8ed11a68b5	rule-without-fixture	no	judge:opus-5.5-main	Same as item 48: the vendored anti-slop plugin has no local fixtures for any rule at this revision, so a single fixture here is not clearly the right change.
41f6890f5fdb	compatibility-path	yes	judge:opus-5.5-main	legacyExecutionVersion and legacySchemaFiles exist only to normalise and count builder-execution v1-v3 records, a superseded-version reader the current rule removes.
1c6e3882dc08	unproduced-set-member	yes	judge:opus-5.5-main	No production or test file spells `artifact-truth-coverage` at 056c68e62 and the current rule 8 says a set member nothing produces is removed.
cd0e0939c2a6	copied-block	yes	judge:opus-5.5-main	The claims and promotions loops are the same read-all-JSON-and-record-errors block beside an existing `readOptional` closure, so one local reader over a directory removes a copy with no guarantee touched.
d2390a21fa00	single-reader-export	yes	judge:opus-5.5-main	`surveyVerifierSource` is a 24-line pure helper with one call site in a 386-line class file that has room, so the separate module adds nothing.
dde224b90dfa	copied-block	yes	judge:opus-5.5-main	`referenceScope` repeats the keyed-row walk and duplicate-key refusal of `exactRequiredRows` over the same taskReference fields, so it can derive its key set from one shared walker.
48d1a7fcdcda	rule-without-fixture	yes	judge:opus-5.5-main	The rule is registered and set to error in both oxlint configs yet no test makes it report, so a fixture is the only behavioural proof it still fires.
efb13e7c95b0	compatibility-path	no	judge:opus-5.5-main	`LEGACY_IDS` and `legacyRows` validate the migration ledger table the current system contract document carries, not state an older version left behind, so deleting them outright would drop a live document check.
365e8e591015	single-reader-export	yes	judge:opus-5.5-main	`boundedDraftSummary` has one caller in probes.ts at 374 nonblank lines against a 427 limit, so it fits there and the file goes.
d4d868787eb2	unproduced-set-member	yes	judge:opus-5.5-main	Nothing in the UI server readers or elsewhere produces the `outer-repair` steering category, and rule 8 removes a member nothing produces.
5a27515ad670	identity-without-owner	yes	judge:opus-5.5-main	`agent/tools-spec.json` is a bundle path spelled in six production files, twice in conformance-evidence.ts, and only a file-local constant in candidate-check.ts names it, so a shared constant should own it.
8420eb93f201	copied-block	no	judge:opus-5.5-main	The two branches differ only in narrowing `cursor` to an array or a record before indexing, and merging them would need a type assertion, which is the shape answered no before.
32cab6a3817a	compatibility-path	yes	judge:opus-5.5-main	LEGACY_BATTERY_SUFFIXES admits battery shapes no controller has created since 2026-09-04 only so older terminals stay readable, which the 2026-09-22 no-backwards-compatibility rule removes.
c7af1958926b	rule-without-fixture	yes	judge:opus-5.5-main	no-unknown-parameters is enabled as an error in .oxlintrc.json and gates the tree, yet nothing under test/ proves it still reports, so a fixture is the missing proof.
95c944130cde	single-reader-export	no	judge:opus-5.5-main	controller-evidence.ts already holds 573 nonblank lines against the 600 ceiling, and a safeguard sensor kept in its own file is easy to retire, so the move gains nothing.
a8ae5338e8a9	copied-block	no	judge:opus-5.5-main	The two blocks validate different documents (tools spec against brief) with different validators and messages, so this is the shape of two guards, not one fact with two owners.
458bcfd603f7	superseded-schema-tag	yes	judge:opus-5.5-main	The hb-install-journal/v1 type and recovery branches read a journal no current writer produces, and the current rule says to refuse an older version rather than keep a reader for it.
998c9ddbcdb9	test-only-export	no	judge:opus-5.5-main	workspaceAllows is a thin test entry over workspaceResidual, which the product guard uses, so deleting it together with its test would drop the only proof of the live workspace pass-over rule.
c98a24091440	rule-without-fixture	yes	judge:opus-5.5-main	no-object-parameters is an enabled error-level rule with no fixture, so a stopped rule would pass silently; it needs a fixture that makes it report.
ab8a902fad69	identity-without-owner	no	judge:opus-5.5-main	The child runs on import and deliberately imports nothing but the oracle, so the parent cannot import PROTOCOL from it; one owner would need a new shared module, which is not the change proposed.
59aecf0cb5a2	orphan-module	yes	judge:opus-5.5-main	Nothing names lane-collect.mjs, it is a Node script whose usage line still calls it session-collect.mjs, and codex-luna-swarm owns report collection, so nothing runs it.
2e5e74691844	unread-field	yes	judge:opus-5.5-main	No src file constructs or reads BuildDeps.solvabilityPolicy, so the required field is a contract that nothing produces or consumes.
cb68b1b486a9	compatibility-path	no	judge:opus-5.5-main	LegacyRungDecisionEvidence is the type the current writer sealDifficultyDecision persists (rung-decision/v1 with a `rung` key), not a reader of older records, so it cannot be deleted outright; at most the key could be renamed under a new schema.
4cd518eda7a3	copied-block	yes	judge:opus-5.5-main	The status tally and its "statuses:" reason line are identical in both collect functions, and the sibling common.mjs already owns shared helpers such as count and report, so one helper there removes the copy.
3979eb405946	unproduced-set-member	yes	judge:opus-5.5-main	No production file produces "reject-controls" as a SessionBuildStage (the only other spelling is the anabasis-pipeline SKILL.md prose), and the current rule removes set members nothing produces.
80e8db4bec8f	compatibility-path	yes	judge:opus-5.5-main	"legacy-root" exists only for campaigns that predate epochs (campaign.json at the root), exactly the older-layout path the no-backwards-compatibility rule removes, together with its producers in campaign-epoch.ts.
c2914d8ea317	copied-block	yes	judge:opus-5.5-main	The item-line formatting loop (paths, text, push) is identical in markdownSummary and markdownDiff in the same file, so one itemLine helper both call is the obvious owner.
19106651ea90	identity-without-owner	yes	judge:opus-5.5-main	src/meta/bundle-layout.ts is already the declared single owner of bundle layout names, and "correctness-model/" as a directory prefix in builder-memory.ts and experiment-change-files.ts belongs there as one constant.
facfbc01987d	identity-without-owner	no	judge:opus-5.5-main	campaign-opening/v1 is a superseded schema (the writer emits v2), so the right change is deleting the v1 acceptance branches under the no-backwards-compatibility rule, not naming the old tag in a constant.
21648110a247	test-only-export	yes	judge:opus-5.5-main	makeProbeReferenceSolve is called only by test/truth-probes.test.ts, still reads the old grader/ layout, and deviations.yaml records it as dropped with the authoring arm, so it and its test should go.
24a01e1f14b9	superseded-schema-tag	yes	judge:opus-5.5-main	READABLE_CASE_TRACE_SCHEMAS keeps case-trace/v1 and v2 readable only for older evidence while the writer emits v3, which the current rule says to remove so readers take v3 only.
289a2e57b0b6	rule-without-fixture	yes	judge:opus-5.5-main	no-reflect-get is registered at error level and relied on by a live suppression in src/solve/task-access-trace.ts, yet nothing under test/ makes it report, so a fixture is the only proof it still fires.
48092d298d7d	rule-without-fixture	yes	judge:opus-5.5-main	no-shape-in-symbol-names is enabled at error in both .oxlintrc files and gates, yet nothing under test/ makes it report, so a silently dead rule would pass unnoticed.
39c61d6275ff	test-only-export	yes	judge:opus-5.5-main	loadValidatedBrief is never called by its module or any production file; its only use is one precondition line in a test helper, so the wrapper and that line can go.
3f6517ab95aa	test-only-module	no	judge:opus-5.5-main	src/meta/assert.ts is a one-line re-export of node:assert/strict that four skill tests use as a helper; the right form is to point those tests at node:assert/strict and delete the shim, not to delete the tests.
1ee6a46cdad8	unproduced-set-member	yes	judge:opus-5.5-main	No production file emits phase "critic" (phases are emitted as input, build, adopt, analyse, admission, next, judge and similar), so the union member promises a phase nothing produces.
ba50c7ea127c	compatibility-path	yes	judge:opus-5.5-main	The writer never produces LEGACY_ROWS_MISSING, and legacySeal exists only to accept old terminals whose seal disagrees; the current no-backwards-compatibility rule says to remove that reader.
c6d7b20d035a	compatibility-path	yes	judge:opus-5.5-main	LEGACY_BUILDER_EXECUTION_SCHEMAS exists only so tools/outcome/builder-execution-facts.ts and the type accept v1/v2 records, while the writer produces only v3; rule 8 now says to remove superseded-version readers.
fc4f54ecf7db	copied-block	no	judge:opus-5.5-main	The two blocks differ: walkRootEntry checks the filesystem device between lstat and the kind check, keeps beforeStat for the mode and gives a different error message, so one shared helper would not be a clean single owner.
2a15e872a112	superseded-schema-tag	yes	judge:opus-5.5-main	Only campaign-terminal/v2 is written (controller-evidence.ts:257), so the v1 || v2 acceptance here is a superseded-version reader and should collapse to v2.
5c0e36d96c01	test-only-module	yes	judge:opus-5.5-main	publicArtifactSchemaDegeneracies is imported only by two tests and no solve path calls it, so the module and its test cases are a mechanism the product never runs.
